[Dimension] Attribute,2010,2011,2012,2013,2014,2015,2016
[Inequality] Overall loss in HDI due to inequality (%),0.8473799808942926,0.5324730751549479,1.279958253575746,1.3382862994959022,1.129951948994488,0.8658914652696476,1.2856367143722247
[Mobility and communication] International inbound tourists (thousands),0.58432737933171,0.3769127109170314,0.6201862662022065,0.8232136318426628,0.7362469104352947,1.052068319544317,0.7865708989701972
[Mobility and communication] International student mobility (% of total tertiary enrolment),1.5244552805810354,0.7724746255560528,0.6065374977877438,0.996167304903094,0.7657639027653234,0.6663386303691662,0.9557263282102716
"[Mobility and communication] Internet users, total (% of population)",0.5965653978022507,0.3010307619662082,0.4808311271536132,0.504932047733509,0.44045115467336554,0.6225990038844817,0.41702802870751843
[Mobility and communication] Mobile phone subscriptions (per 100 people),0.22641812778622755,0.27260112033222966,0.4744765173434496,0.3745849477338246,0.7315334674130589,0.7733830515698091,0.9018460256535523
[Socio-economic sustainability] Adjusted net savings (% of GNI),0.39086914044467286,0.4870842755539247,0.35646063477745893,0.31137986301988435,0.2643766762848357,0.31408709572743077,0.40803529108472897
[Socio-economic sustainability] Concentration index (exports) (value),0.6021004049899606,0.5406817953487236,0.33672757581071183,0.36064898628268766,0.9470563303238092,0.40803247839120754,0.9201059252272633
[Socio-economic sustainability] Gross capital formation (% of GDP),1.4218785237345086,0.5648709384694632,0.6960374518392752,1.2560730511182512,1.2390767951713622,1.0166588571367132,1.2308118311034935
[Socio-economic sustainability] Rural population with access to electricity (%),0.41106030949034306,1.0197879930655578,0.44120105716886376,0.5054970030414774,1.0273849429700654,0.42744350098531286,0.6270366521588406
[Socio-economic sustainability] Skilled labour force (% of labour force),0.5980801164116708,1.2209619512842436,0.41010406533333876,0.4300107117331863,0.4970868640980468,0.37363251262461206,0.46465100634732204
"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",0.36679978978193645,0.15994266551228814,0.4198980922311574,0.333684068473684,0.7051295222563346,0.4269490033782982,0.4313587783852497
[Trade and financial flows] Exports and imports (% of GDP),0.7725700049746703,0.2962050477201415,0.37271297261458447,0.4973626563101423,0.4260807322657502,0.6368288443016208,1.0554692810434176
"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",0.5392882775684993,0.22211329853493175,0.9382925792487534,0.37238993172192514,0.8761706990251864,1.3270389527017967,0.6325130467061577
[Trade and financial flows] Net official development assistance received (% of GNI),2.0265380577921186,0.9005604184494398,1.0813305286466175,0.7420314778600647,1.6259442059477294,1.6716882223602327,1.2805830159107212
[Trade and financial flows] Private capital flows (% of GDP),0.3433513068205964,0.2518552392282794,0.5003962411753013,0.84923022201883,0.535446775586112,0.6404469408496203,0.5668211198784967
"[Trade and financial flows] Remittances, inflows (% of GDP)",0.33493404111383807,1.2227324769225587,0.4148312091927285,0.33189731764958125,0.4668904167860676,0.7351941379171617,0.37732151286401144
"[Work, employment and vulnerability] Employment in agriculture (% of total employment)",0.6668748358278604,0.9403410015990632,0.6053682885825458,0.7491725358120508,0.8778981293728919,0.6433098843272441,0.8022280392180062
"[Work, employment and vulnerability] Employment in services (% of total employment)",0.997920174071925,0.3875866335419061,0.6536473380844005,0.5841829913045634,0.7467659859218688,0.6202592512258952,0.6211455923955778
"[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)",1.0487595286956428,1.0993950826526397,0.946109511812571,0.7562456848705079,0.8411534532905643,1.6785132465592736,1.0377433062140455
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)",0.839521833601962,0.7148312897209244,1.1912307481719853,0.8825965899923004,0.9697257653905013,1.3192793546572432,0.7777420194590343
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female",1.1751438944060038,1.4370801494790297,1.4903466464932091,1.3333919270578778,0.6454608685084977,1.1131605863325562,1.7212293906651668
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male",1.0652091612864356,0.399124850248435,0.9234415585798362,0.7748997077718531,1.1812544085188503,0.7236338729396575,0.4530986950618093
"[Work, employment and vulnerability] Unemployment, total (% of labour force)",0.8381818490160224,0.3730885176280253,0.8281716116545432,0.522531273702796,1.010684512140842,0.8870626318798613,0.8416017103303861
"[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)",1.1940362342741833,0.4758790922596874,1.0327909548673895,0.36160965531668093,0.951478292277483,0.8409845460650285,0.8410362150687056
"[Work, employment and vulnerability] Vulnerable employment (% of total employment)",0.9258609127296931,0.9297283040218716,0.37071893412145135,0.6754233335456314,0.329721381938276,0.6888421042319569,0.997718863121119
"[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)",0.29693321612810886,0.6336544800892868,0.31636261024582146,0.46440676651649077,0.8402938563927389,0.6027883410799734,0.3884580402163995
