[Dimension] Attribute,2010,2011,2012,2013,2014,2015,2016
"[Education] Population with at least some secondary education, male (% ages 25 and older)",0.3839455035021829,0.30212512790493257,0.2503747949463105,0.29401844530363636,0.2626230100558491,0.2869895475081742,0.25541721643748805
[Education] Primary school dropout rate (% of primary school cohort),0.20197165354795885,0.2866041411204105,0.2886538454076326,0.24064796648260098,0.3828277940104124,0.1940346662375142,0.4841145604631901
[Education] Primary school teachers trained to teach (%),0.10922135448319491,0.13823723670309318,0.10974014633078932,0.07162108552180985,0.10478892265620245,0.09324699730224215,0.1867105619440103
"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)",0.16495077289423007,0.2796169578655708,0.2923529571463393,0.11200874952104214,0.1824202618722931,0.27009324316761796,0.17909539286858772
[Education] Survival rate to the last grade of lower secondary general education (%),0.14546393318055212,0.09148768868229692,0.10410777191930413,0.1943420071908725,0.17967364876217423,0.08160784041683632,0.28974647669104653
[Environmental Sustainability] Fresh water withdrawals (% of total renewable water resources),0.29359982888526825,0.5484151640437804,0.20503662058691602,0.33359837458245806,0.3511750199245324,0.513024901908377,0.5590001987911941
"[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)",0.1513780629160461,0.12494826251588773,0.10444851131885294,0.13957726524957764,0.31485490932910964,0.25304089419719455,0.2498599428918812
"[Gender] Antenatal care coverage, at least one visit (%)",0.2744279373105716,0.20726804876387825,0.2033232132545278,0.4227410633435394,0.46142081216609654,0.2724099098352818,1.018507752156764
"[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",0.18370864306748444,0.26716015421968753,0.19243792285517164,0.2722023524096253,0.3580634632571991,0.21181984625331157,0.22462339692033706
"[Gender] Estimated gross national income per capita, female (2011 PPP$)",1.4707632871568368,1.5477682179526617,1.545433080519602,2.123284751874443,2.0085932899599586,2.307016357901025,2.6722353261940457
"[Gender] Estimated gross national income per capita, male (2011 PPP$)",0.6374791549810264,0.8618745594133477,0.4909328417913633,0.5457856201559421,0.3784529450394317,0.3645371611275793,0.4435248097956452
[Gender] Female share of employment in senior and middle management (%),0.3558563803090865,0.10667134981494589,0.09337683269519909,0.1787701576185204,0.179989550189593,0.21650249317046466,0.16695534284643815
[Gender] Gender Development Index (GDI),0.16751191815614155,0.13666475500145286,0.3836242247757289,0.27614322156237137,0.21857661623168112,0.24981904266202137,0.31167889078737987
[Gender] Gender Inequality Index (GII),0.1365091760386897,0.15041866243858337,0.30328100536916514,0.15991657245790553,0.16861384084167114,0.1567778562022341,0.35085000074739214
"[Gender] Human Development Index (HDI), female",0.39694436674249545,0.3245610222393501,0.1718505152546117,0.3509045506570744,0.3879641343881409,0.18091460147462182,0.25780004817586455
"[Gender] Human Development Index (HDI), male",0.13616671457681706,0.38208632950057003,0.25952361371323773,0.5357351141224318,0.3466315601175223,0.5151930928165518,0.7060233061228358
[Gender] Proportion of births attended by skilled health personnel (%),0.13443138232239255,0.1952607117859798,0.3020844459249422,0.24163372538588676,0.2197233408869116,0.17064219231914654,0.14018525973336207
"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",0.34205331335964945,0.3235875238309487,0.3253577316227705,0.289222209467194,0.43032601454687675,0.3829779354322725,0.27176108469624577
[Gender] Share of seats in parliament (% held by women),0.0919634686808048,0.2060428230851992,0.1655407526008411,0.14406043205868124,0.18718081312881468,0.19852631665191287,0.38542204652734335
[Gender] Total unemployment rate (female to male ratio),0.327959729914276,0.16016738241077558,0.220365696692774,0.5820224030832535,0.6448656910874995,0.19496768535282638,0.461223466038127
"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",0.1995468022489241,0.39327576193371516,0.19292092936030353,0.3408117865117817,0.11720418629289772,0.26775488895819455,0.2832423283855122
[Gender] Youth unemployment rate (female to male ratio),0.13186643112238564,0.18528036863137878,0.12368734884671491,0.15880956085006337,0.16369665866461794,0.1042388581634451,0.2985571008603754
"[Health] HIV prevalence, adult (% ages 15-49), total",0.22516149496572935,0.2592220028985679,0.2756727545712974,0.3762641851560736,0.3409566324768154,0.18790296184047622,0.14163180950685772
"[Health] Infants lacking immunization, DTP (% of one-year-olds)",0.30189853110044,0.11999674903462493,0.14226138518661913,0.4388527457964858,0.21634908131392167,0.3004932558873657,0.13811208467428746
"[Health] Infants lacking immunization, measles (% of one-year-olds)",0.11790486292692047,0.15751771489132219,0.147418411529264,0.19465757926490215,0.3512137298488671,0.18065264648282325,0.15370714480820116
[Health] Life expectancy Index,0.7368926808302635,0.4888468083125434,0.5855735759772169,0.5804616879157536,0.6526353732784038,0.3209282516706872,0.8841416943806009
[Health] Life expectancy at birth (years),0.7837675331288172,0.5579216101268689,0.505275592256804,0.6447457066919098,0.7184416903170785,0.5130254996969155,0.32871516082509356
"[Health] Life expectancy at birth, female (years)",0.26952757341078615,0.1829920562226725,0.35775646076143053,0.4238693744444839,0.35937333758245815,0.36282473272562377,0.5935081247594285
"[Health] Life expectancy at birth, male (years)",0.5170783495709322,0.6553306074195601,0.44676606274973973,0.567349664603521,0.3323074394136962,1.1742803570224312,0.9004244196964591
"[Health] Mortality rate, female adult (per 1,000 people)",0.31192719116815465,0.29137673613217757,0.1775543699089397,0.2947423154889709,0.2694093787310537,0.2659217852447505,0.3063922450174153
"[Health] Mortality rate, infant (per 1,000 live births)",0.40178822989809027,0.3538393935324228,0.4775042584653586,0.4276542626211155,0.3442402286808561,0.6355014206539893,0.7441660756508699
"[Health] Mortality rate, male adult (per 1,000 people)",0.4878216789656536,0.5008971636296334,0.8445745348918224,0.8736042116165343,0.47362636422151594,0.25522287022416246,0.5686300337140131
"[Health] Mortality rate, under-five (per 1,000 live births)",0.2724294655812899,0.40303541515904406,0.2680344601147131,0.5097725748876736,0.14760026325200912,0.3850085991078165,0.6366780367278078
"[Health] Tuberculosis incidence (per 100,000 people)",0.17378354126315043,0.0949078356300275,0.05884716127312088,0.1079120798519646,0.12943081398207773,0.13930757417918654,0.15766741200076057
"[Human Security] Homicide rate (per 100,000 people)",0.20697674068977287,0.055070253239561134,0.26151472559216604,0.11687211197599903,0.18691969654709137,0.11549679789846448,0.09827268949685997
[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),0.1802610097784901,0.25766964513544055,0.30855853923624477,0.3167413897085126,0.29421044022066856,0.29563274503132725,0.6144590372245654
[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),0.8831679025494874,0.37029659911040524,0.26628514763509264,0.2570508077672562,0.17575897177487482,0.3217092301100062,0.39760701480908406
"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",0.46142084001284767,0.3661712877541107,0.310406182572737,0.6083729382397376,0.45819512446375477,0.7512202775654531,0.40612510332788765
[Income_composition of resources] Gross fixed capital formation (% of GDP),0.3543915484241148,0.19218487954460203,0.17622007551477759,0.36644105242872443,0.31539030018113207,0.5116702195983122,0.4958937537199695
[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),1.405635403759134,2.0302584185571435,1.7251105545117242,1.331362038170243,1.610029236413228,1.6107943142089896,1.6882760679662543
[Income_composition of resources] Income Index,0.2511682274633975,0.2616317736201687,0.5281778757762403,0.41216590335487496,0.3653141799273618,0.3311288626335259,0.19531261663989968
[Inequality] Coefficient of Human Inequality,0.49204294575577046,0.43067976306942934,0.31028511373455764,0.3251466651140744,0.42175985571665786,0.2860227333635614,0.295700449033517
[Inequality] Inequality in education (%),0.37940825045005766,0.3042910015458734,0.3667703502283879,0.2048872098915626,0.33010095705487286,0.2320760016980673,0.3181428715261372
[Inequality] Inequality in income (%),0.132803359404629,0.19034173308897642,0.17530041686708567,0.14969366358015554,0.24677992216902456,0.14660640165771027,0.4266111593603972
[Inequality] Inequality in life expectancy (%),0.20937219131100493,0.2532788614938648,0.19148060557073257,0.2908958272090272,0.32480584437953836,0.2383294765720957,0.4167410731575688
[Inequality] Inequality-adjusted HDI (IHDI),0.20355180017722405,0.3404065286042616,0.3954939948543793,0.34215885689109227,0.37768231024929644,0.3359683071077342,0.44660304833864084
[Inequality] Inequality-adjusted education index,0.652151552234354,0.3701301559842549,0.5176946122799126,0.32061927396935347,0.30490824912942766,0.3562485953625171,0.18094433489224077
[Inequality] Inequality-adjusted income index,0.5546783207567341,0.4179408852149269,0.27916484937869923,0.3071825198484657,0.1512221469220113,0.32743081510072314,0.2510005067770595
[Inequality] Inequality-adjusted life expectancy index,0.29565963265786344,0.27036069759079384,0.42504202357727905,0.31964467880887437,0.4779936869389161,0.5104077160882183,0.5619702136718824
[Inequality] Overall loss in HDI due to inequality (%),0.26983147837657284,0.30905480098703514,0.3449488091653239,0.5068468915180572,0.33234872354201617,0.30354236285624536,0.26261118847436976
[Mobility and communication] International inbound tourists (thousands),0.14646693692625523,0.13909369962851784,0.12535290244394695,0.235051660448306,0.1908972045588258,0.4918887011547195,0.4186058709688952
[Mobility and communication] International student mobility (% of total tertiary enrolment),0.5010280038332215,0.29151164364627913,0.15663076194010267,0.31234458910415874,0.14105455188052735,0.18642738122298202,0.46852442107936193
"[Mobility and communication] Internet users, total (% of population)",0.20854320708895083,0.09236365766448963,0.17426080209649653,0.21823891685533148,0.1838206479296562,0.1300411110278007,0.1514690058912195
[Mobility and communication] Mobile phone subscriptions (per 100 people),0.09508623882689822,0.1772882517664484,0.10201730882799888,0.09672033941187391,0.2938920138835501,0.3023993283030474,0.332561379697382
[Socio-economic sustainability] Adjusted net savings (% of GNI),0.07964647939999112,0.11064540408504689,0.1056482729019774,0.08925400679221646,0.11894898183073557,0.07750395476044061,0.12917197785178314
[Socio-economic sustainability] Concentration index (exports) (value),0.18465848061331486,0.14594499210707892,0.10044495991901878,0.11045063862929685,0.23031599920089102,0.14095880803843341,0.39662858233162135
[Socio-economic sustainability] Gross capital formation (% of GDP),0.4469049865541085,0.19451176494956618,0.2285563451445197,0.42360180125275004,0.3826769510395266,0.3070407329442286,0.4686313123710713
[Socio-economic sustainability] Rural population with access to electricity (%),0.13659267147125048,0.18420038101251074,0.15209183615599198,0.16782178326868655,0.30779758817497815,0.11742168216339814,0.23749541194572169
[Socio-economic sustainability] Skilled labour force (% of labour force),0.12293717267248881,0.1738792397808986,0.14192892173376637,0.09678167481198072,0.10255650728202964,0.06061465226610335,0.16526218908930196
"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",0.0945494253596804,0.12152475024835711,0.10589590931914195,0.08657180904966116,0.1049521738969865,0.14884242552010876,0.16897465103276993
[Trade and financial flows] Exports and imports (% of GDP),0.11585737604324575,0.11823820694384517,0.05889351137789805,0.12296571455830146,0.13202819228560767,0.17816101049066793,0.40979978314150106
"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",0.1715350095003935,0.10642361133528612,0.2082961250562246,0.102228850149632,0.22158214450717684,0.5440963794578337,0.2217829740824372
[Trade and financial flows] Net official development assistance received (% of GNI),0.5684855813817118,0.3368570060074938,0.3243992735567274,0.2169276447110231,0.5918525647900514,0.5449019430491162,0.6058058568301014
[Trade and financial flows] Private capital flows (% of GDP),0.1011019268588309,0.19957282843312257,0.14371318096681984,0.24985188948292975,0.1280924265573956,0.16039117298267203,0.16910403186975645
"[Trade and financial flows] Remittances, inflows (% of GDP)",0.11488240136298511,0.1420071291922369,0.09707346447602964,0.06872410872935836,0.14756810627134645,0.23238664914540497,0.14876228367920652
"[Work, employment and vulnerability] Employment in agriculture (% of total employment)",0.12736081626962564,0.25158887147233755,0.10883026178823846,0.24425325209081847,0.16912931746431492,0.2132424359670594,0.38579282483619853
"[Work, employment and vulnerability] Employment in services (% of total employment)",0.16149976616333794,0.21252326490988316,0.18304390933518452,0.1697226019256539,0.19282206285758144,0.23481699008976337,0.23302963889663908
"[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)",0.3274464772953023,0.3107258151925779,0.2607608542733273,0.30283766950047136,0.14909766194081145,0.6402784361331165,0.3853594964724092
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)",0.3214986863115601,0.3484778145125623,0.2794630328438171,0.27168579939221943,0.28831339530088873,0.4012638117806618,0.45119657394558416
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female",0.3002139291014744,0.3757597149014115,0.4649707312083795,0.38793404344070503,0.41046435895477634,0.3993326087351495,0.87180362037544
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male",0.21537293113160663,0.19106224045853387,0.2758502636562175,0.1929258106192754,0.22156596988095204,0.22872396435737818,0.17947156679244192
"[Work, employment and vulnerability] Unemployment, total (% of labour force)",0.2741122688682246,0.10244685476929079,0.28938174018070284,0.1777263594195181,0.2452778798980892,0.1925046876104774,0.3062454635326955
"[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)",0.33192348279870176,0.19310185556109563,0.27601313784607173,0.1664153362279159,0.3087769114963759,0.2240589457857084,0.30808049274727345
"[Work, employment and vulnerability] Vulnerable employment (% of total employment)",0.21678014218276395,0.175020735282236,0.10062871640091016,0.21085909927066368,0.1613405548626769,0.16460533968949737,0.39260160883874373
"[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)",0.10485934471717186,0.13481862386854587,0.07802810736936913,0.228482290375528,0.1483153218050591,0.20755084897842715,0.11643077637184317
