[Dimension] Attribute,2010,2011,2012,2013,2014,2015,2016
"[Education] Mean years of schooling, male (years)",1.0761329730308355,0.7994564173718431,0.6600904756397145,0.8442158843726415,1.2489995622163437,0.9955932719539071,0.6404565785945637
[Education] Population with at least some secondary education (% ages 25 and older),0.5211357096301689,0.7759855950702774,0.9394814284748568,0.8459915779756549,0.7613089806556848,0.7225921931514157,1.4909733445026578
"[Education] Population with at least some secondary education, female (% ages 25 and older)",0.6915454053592771,1.2237451835702444,1.1521164886519142,0.898823632729644,0.7051563705769011,1.0481168710348079,0.9017289880550293
"[Education] Population with at least some secondary education, male (% ages 25 and older)",1.1093522062822976,1.2228229567648397,0.9992024028742759,0.9466208695287806,1.0546766907096508,1.0421091612620206,0.7911547822475027
[Education] Primary school dropout rate (% of primary school cohort),0.5931228525160682,1.0187421604204,0.8516425459770133,0.8008577910908695,1.0407652774207015,0.4964527992422671,1.215601405754907
[Education] Primary school teachers trained to teach (%),0.39137532959594007,0.528783445177622,0.39168762545454955,0.28985501102872935,0.35178987501743564,0.2821239350304455,0.40979252485037615
"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)",0.5592057626266633,0.9283061301600803,0.937821025876061,0.4459247859542408,0.5680865396914772,0.7110834036236364,0.4447278518393187
[Education] Survival rate to the last grade of lower secondary general education (%),0.4246558982274901,0.34243949680687463,0.4018462640194682,0.6145457809451698,0.5526493908701654,0.26950535800834413,0.9855576690244975
[Environmental Sustainability] Fresh water withdrawals (% of total renewable water resources),0.907844207298838,2.1770521314415694,0.6269221771854994,1.2247935109516246,1.2094145905010147,1.4146384888140886,1.446833578310316
"[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)",0.5585414237096701,0.4333689843792318,0.5778893135937617,0.5331675101484362,0.9077058423479649,0.7024298041905509,0.5836274236763087
"[Gender] Antenatal care coverage, at least one visit (%)",0.781358637146277,0.6684416610808429,0.7258084235023683,1.1211586142833199,1.4157891285188513,0.6885342096432662,2.3319379235962985
"[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",0.6067285008458624,0.9483786305501732,0.639575245775219,0.8808782599565708,1.0648215514582853,0.6655008237827543,0.6402186463781172
"[Gender] Estimated gross national income per capita, female (2011 PPP$)",4.483151929318039,4.65555956230729,4.978423608646577,6.198160947778039,5.272585648455823,6.3103923877708885,6.248529275668252
"[Gender] Estimated gross national income per capita, male (2011 PPP$)",1.9709070971826628,2.4795114827306604,1.7958990213492905,1.714661023761565,1.1162982703395943,1.2949044125047517,1.2550235030711172
[Gender] Female share of employment in senior and middle management (%),1.0522394141470957,0.3514772609186948,0.33073570425297333,0.6230745535834473,0.5513164545431501,0.7391746217427816,0.4691109319546883
[Gender] Gender Development Index (GDI),0.6289555701280141,0.5948953285161046,1.2339494359486118,0.9375442641941742,0.6867677191180288,0.7154135177986903,0.6728564162220168
[Gender] Gender Inequality Index (GII),0.49192784844224535,0.6295037697316408,0.8542610812025826,0.5883863101776396,0.5470371790294962,0.4294311777830362,0.8618801476763756
"[Gender] Human Development Index (HDI), female",1.5178285750338756,1.0835806273612434,1.046823355908652,1.088976305194776,1.1448207888387134,0.8890417000894829,0.7500374846271161
"[Gender] Human Development Index (HDI), male",0.6291727879456882,1.1573683189570998,1.1301605994844028,1.76378229255423,1.3593996857553028,1.450203200342771,1.5703696421354267
[Gender] Proportion of births attended by skilled health personnel (%),0.4599375106186089,0.622290299048986,0.9778770597581541,0.7001715840078491,0.7178425222757367,0.5505879903227168,0.40371162598279337
"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",1.087551234464438,0.9544369732643098,1.1081525982367044,1.0104487525451082,1.253830740107989,0.914079064730529,0.7421557003591149
[Gender] Share of seats in parliament (% held by women),0.34469726880942453,0.680271823666067,0.5604829584533852,0.42357036746105403,0.5822020404251655,0.6048117415594307,0.8049224399825649
[Gender] Total unemployment rate (female to male ratio),1.0989892212410182,0.6309853678632614,0.8770909099791048,1.6829594311940537,1.8671794911601214,0.8136971214252177,1.0943578771497482
"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",0.6750274240140757,1.2795815374018236,0.6202563178159717,1.0186728011649375,0.6187839041828898,0.7002660373344934,0.8061427040052818
[Gender] Youth unemployment rate (female to male ratio),0.5507729663427156,0.6671265551474781,0.40567433983919227,0.5675235501156038,0.521918151232172,0.37298150888173404,0.6132081226858695
"[Health] HIV prevalence, adult (% ages 15-49), total",0.717705239690557,0.8452730018959217,0.9340656702326129,1.1193175333544259,0.9024709554317082,0.5036725731081495,0.37017049408208386
"[Health] Infants lacking immunization, DTP (% of one-year-olds)",0.9843088085719607,0.4367143484443565,0.6044736970318131,1.2908623710894607,0.8269370920705035,0.7679436777630388,0.3706756869655889
"[Health] Infants lacking immunization, measles (% of one-year-olds)",0.39486383175624656,0.5976457218146396,0.6016223453181492,0.7348598344984746,0.9559045472468419,0.5407900604506161,0.5318270272732262
[Health] Life expectancy Index,2.1901488344207554,1.6292143196978854,1.8199746205448433,1.53625619659583,2.256008781623123,1.1271446525071596,1.86347468711766
[Health] Life expectancy at birth (years),2.4090244198387327,1.787507062304089,1.8697336747869708,1.7893629541821099,2.2647195723875444,1.402758076874344,0.8332453319912017
"[Health] Life expectancy at birth, female (years)",1.0358243432196652,0.9212204002197503,1.2082058402546838,1.3102334369107953,1.0950072715774848,1.1841329072132347,1.2219761150698807
"[Health] Life expectancy at birth, male (years)",1.5504679511646595,1.9059972992058392,1.4957760475118111,1.6382100194567495,1.0126334862708257,3.390360130460139,2.2636518818610334
"[Health] Mortality rate, female adult (per 1,000 people)",1.1454458050075766,0.9700996149677356,0.667103284705694,0.825686995054614,0.7661063002001817,0.7806643375300211,0.9448322649632145
"[Health] Mortality rate, infant (per 1,000 live births)",1.2723037261539853,1.1983870086664603,1.4625018246298032,1.5897195866650484,1.2730894823856105,1.8739716085368272,1.6298771626489683
"[Health] Mortality rate, male adult (per 1,000 people)",1.417262340907901,1.7102742437362448,2.815268547525247,2.6248718454034226,1.4431766734301315,0.9205755427638765,1.2005050828988861
"[Health] Mortality rate, under-five (per 1,000 live births)",1.1575197350557718,1.4413809559662771,1.0464458964658565,1.5843523949044633,0.7498720599898451,1.2297092350395822,1.501660176229035
"[Health] Tuberculosis incidence (per 100,000 people)",0.5982005698804009,0.5094323650981295,0.223701629408932,0.38362585709289904,0.5174187427515348,0.43549630313335086,0.38984388917663076
"[Human Security] Homicide rate (per 100,000 people)",0.7046282363384772,0.3226106048518796,0.7902943558976213,0.3714348175170662,0.6253701161882803,0.4413031130118596,0.3553000071261114
[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),0.6350135408216309,0.8408148751621602,1.0090017146234342,0.869101399355469,0.8545574284654445,0.8411375084676934,1.358570536943937
[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),2.708479563631943,1.378107599578007,0.7802260107522161,1.3323388377563492,0.8056517556068362,0.9586232886140044,1.367049161536887
"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",1.345573192338587,1.258643033169561,1.092499577852114,1.477561781658286,1.3863088685503286,2.2488993279782385,1.0762282178831004
[Income_composition of resources] Gross fixed capital formation (% of GDP),1.159259286960805,0.8489222097389149,0.7813495184488466,1.2459991873527876,1.0050660235578812,1.1702669286956808,1.3636710689593974
[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),4.354057897743734,5.918311498856537,5.316801251915616,3.9308911090363567,4.537901846657716,4.260528551460049,4.061136611354363
[Income_composition of resources] Income Index,0.8313521073842031,1.1079388658555,1.9357009348452852,1.2774817945894146,0.8927721929390257,0.9820308974770378,0.7083232659184544
[Inequality] Coefficient of Human Inequality,1.410600982640642,1.3940806074864214,1.0034549574490046,1.022429025757175,1.513037027749367,0.8670017800630455,0.9924813791506328
[Inequality] Inequality in education (%),1.4088401238109813,0.8627321541310637,1.242754698318206,0.6274012984835398,1.0607411150837032,0.646098098040329,0.826342243777038
[Inequality] Inequality in income (%),0.4374074800674324,0.6084307000162474,0.6217562466461558,0.4454463512262909,0.6656085677090339,0.4705476017242863,1.0196652635809431
[Inequality] Inequality in life expectancy (%),0.7070563021734102,0.9709206816586469,0.735414964996772,0.9375618127975006,1.0173534733189187,0.8555351300831046,1.0127054695805713
[Inequality] Inequality-adjusted HDI (IHDI),0.8623154805526827,1.0922289683550392,1.2764987711182163,1.001276047062045,1.2389737014575997,1.071723220394568,1.1385430665940535
[Inequality] Inequality-adjusted education index,1.9092792126913543,1.6517670633732404,1.967036791617213,1.1350436720880799,0.9864276071801568,0.917747615398084,0.7659772582834334
[Inequality] Inequality-adjusted income index,1.5225630371759193,1.3336613511571471,1.0513663735807235,1.1633856608192832,0.6970421926387423,0.9484958279110645,0.7863211378315862
[Inequality] Inequality-adjusted life expectancy index,1.1315121677466145,1.1168946058341134,1.3772242793032388,1.2479701135263255,1.3644373782119457,1.713268671989963,1.5707140244477196
[Inequality] Overall loss in HDI due to inequality (%),1.1323550504291227,1.11100870566198,1.115127092878261,1.491336690307926,1.265525413513194,0.7964528139251335,1.0883389279050952
[Mobility and communication] International inbound tourists (thousands),0.5113225496597291,0.4729535934429286,0.4859264721025422,0.6395927727319846,0.6125273910892656,1.2702755643932215,0.830781763401188
[Mobility and communication] International student mobility (% of total tertiary enrolment),1.6115768279883729,0.7284117113138031,0.5572699774032454,0.9061999170962404,0.5127866213798931,0.6501482160630027,0.9895565270640958
"[Mobility and communication] Internet users, total (% of population)",0.6213494532127498,0.45976109886505956,0.611817166965008,0.5895135659444659,0.5815357814383084,0.5977088738418398,0.48672171954877275
[Mobility and communication] Mobile phone subscriptions (per 100 people),0.3636526439282567,0.5375158055497881,0.4100280179809941,0.3546612683898333,0.8206874257196752,0.8059951746072266,0.888691058405194
[Socio-economic sustainability] Adjusted net savings (% of GNI),0.3853693891874962,0.3780452048879974,0.36191926918004963,0.3030490176259384,0.3604623328762563,0.37492329443663575,0.4116911882522542
[Socio-economic sustainability] Concentration index (exports) (value),0.5598234325175669,0.44840002454267625,0.3955295906964463,0.3281650553349021,0.6731291301508239,0.36800894234281056,0.9299499462490864
[Socio-economic sustainability] Gross capital formation (% of GDP),1.4595814725630678,0.9322455992365866,0.772614779752163,1.2729087038797522,1.1713506662258268,1.0909927811277473,1.2707060124156078
[Socio-economic sustainability] Rural population with access to electricity (%),0.5033570144476928,0.5902828580988636,0.4963539405425958,0.6580946438062137,0.8632885613805685,0.4324066018940689,0.6071472478833579
[Socio-economic sustainability] Skilled labour force (% of labour force),0.4110053578247477,0.6780238341660508,0.3947232783217336,0.4185513913824712,0.3666320778438629,0.34061076445971356,0.4811443987341132
"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",0.3159027581834983,0.4294157959327586,0.41170898944684453,0.35328130422567544,0.37479002671208267,0.36167520027248745,0.4572682323081664
[Trade and financial flows] Exports and imports (% of GDP),0.48916325025438634,0.44328450354572,0.29752844105690923,0.3997495120994699,0.33427807095221823,0.5927651774280981,0.9607134110449207
"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",0.5831815505403336,0.4081055831285158,0.7947040725851208,0.3460208877541607,0.730804775089369,1.4521760509620876,0.6322404752237502
[Trade and financial flows] Net official development assistance received (% of GNI),1.7424778760225417,1.0111061248510047,1.1301360100943854,0.7323904624081796,1.693753408740866,1.4663116412598038,1.293721170512268
[Trade and financial flows] Private capital flows (% of GDP),0.45108623664487046,0.6427719739575667,0.4708332443964586,0.7666460119836945,0.37900269910791534,0.785520840286698,0.5607288030792755
"[Trade and financial flows] Remittances, inflows (% of GDP)",0.35798562578039883,0.498311487314493,0.4408122418636362,0.33559678182838515,0.42114268209689965,0.7210851259757407,0.37767043308031517
"[Work, employment and vulnerability] Employment in agriculture (% of total employment)",0.6886896702750496,0.8100025371708298,0.5254860706744525,0.714569930598733,0.7941429317254863,0.7721182907093537,0.8523595915771494
"[Work, employment and vulnerability] Employment in services (% of total employment)",0.6596818934594242,0.7010294482459741,0.6104623935279615,0.5845186044196722,0.6999572426133261,0.7103157996907035,0.5850609858107272
"[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)",1.2341156226561982,1.2120745725174515,0.9644800258582269,0.9757520292744395,0.8400314422418294,1.5605339757381789,1.0377970122892302
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)",1.064536141962915,1.2382087117595828,0.9182668833306821,1.0169601918335465,0.9511988617862853,1.4323379463601995,0.8865928909556925
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female",1.153395440248033,1.3046018065058567,1.4859949779417208,1.368796518986091,1.1170952405124284,1.2983946966501927,1.778165226423389
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male",0.8455240042229649,0.6523623014981108,0.9097488424980661,0.7750951674565704,0.7759230469643678,0.8570274626894029,0.45062033518696215
"[Work, employment and vulnerability] Unemployment, total (% of labour force)",0.8881947416702116,0.5653374043043109,1.0025163629346125,0.5356814515236659,0.8156904683918202,0.7188902881781186,0.7456130203422338
"[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)",1.1714110356454512,0.7589927294561154,0.9834543373973607,0.4883681165680059,0.7977783727583296,0.7430820169140675,0.7701746930225958
"[Work, employment and vulnerability] Vulnerable employment (% of total employment)",0.6935803209699369,0.7585787832887114,0.41394290460637545,0.7114016867447626,0.5507587612794577,0.7213651396068459,0.9712234808121013
"[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)",0.33613813548941013,0.3964499708904422,0.27990951485523985,0.6281790262815227,0.543671281179779,0.745654211452536,0.3712591860852611
