,2010,2011,2012,2013,2014,2015,2016
[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),0.6352587622327508,0.8360637110662871,-0.11648242598984344,0.18148446109929836,0.3571661506970328,0.2949835551756526,-0.44028897759020424
[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),-0.2545146267636162,0.7037517839925583,0.27295103748483773,0.7205297408595256,0.8219391152398552,0.3187080743549664,1.0346587360010588
"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",-0.010742033637258166,0.4402434556642801,0.4701991086425999,-0.41924787180260153,0.3039916480418013,0.11403235283857917,0.8585454669556248
[Income_composition of resources] Gross fixed capital formation (% of GDP),-0.10492062911543959,1.1764356075028515,0.8195575210348717,0.851949996964696,-0.07560270299450876,-0.2266287363210123,0.8620825390543669
[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),0.4606438292915552,-0.9431392682939055,-0.8683369331925599,-0.2129590844014603,0.2543169670240633,-0.696077178305858,0.47809800460535284
[Income_composition of resources] Income Index,0.2208992591144479,1.2422930952027587,1.1813324945621784,0.9400444099861196,0.23301859238320535,1.4933998701463953,1.474072511639869
[Inequality] Coefficient of Human Inequality,0.027509388116622156,1.4274110919428535,0.6834502742488751,0.3199873767546729,0.8854419345055943,0.7162628765550068,0.8297591847883714
[Inequality] Inequality in education (%),0.3077459418312782,0.4900127803748642,0.5823549366108159,1.6921395806498356,0.7481436632831752,0.9410460471926282,0.6502355084261835
[Inequality] Inequality in income (%),0.23777858246684347,0.20137861319667644,0.3070045870014155,0.10419941191981484,-0.11967746528936264,1.234041808548499,0.7715979388211954
[Inequality] Inequality in life expectancy (%),0.9069839987428233,0.46955635954956576,0.7939098539087139,0.8479710632181416,0.41989285381895936,0.4105103523538022,0.39573525281139454
[Inequality] Inequality-adjusted HDI (IHDI),1.8128388724811515,0.7146721581912915,0.2952977524663698,0.2542965979141518,0.7975636263304986,0.5143415293961734,0.8663250518852601
[Inequality] Inequality-adjusted education index,0.7715681586120183,0.7029624773688586,0.2657141395479451,0.6861980141731087,1.155589476323984,0.22954811566886385,1.063588203469008
[Inequality] Inequality-adjusted income index,0.1078764619664809,0.9169409469205567,0.7849106881215097,0.5509433078619603,0.7413962645045326,1.2045239307460363,1.561405086459056
[Inequality] Inequality-adjusted life expectancy index,0.7614426219530731,0.7612502562657713,0.49858809858160025,0.9889123789329214,0.5292825207909737,0.7286062413921887,0.6173922520609323
[Inequality] Overall loss in HDI due to inequality (%),0.7664086996506142,0.58894122689748,0.9575359668276806,0.3812007099637479,1.094674012025094,0.16794317985689686,1.2047771177337665
[Mobility and communication] International inbound tourists (thousands),0.26023740400832085,0.22212165860765962,1.1706242619849603,1.2703787513387843,0.5946064395274768,-0.4278355853978966,0.046147872938182274
[Mobility and communication] International student mobility (% of total tertiary enrolment),0.28211546744070787,0.1820404878855972,0.32782142477489506,0.5758388325684165,0.7244013520015791,0.5381535861242601,0.1696992622942949
"[Mobility and communication] Internet users, total (% of population)",0.19795253999493476,1.9638024814181152,0.4543955409699433,-0.01859243510228553,0.25402711563464414,0.802943358094989,1.362318640563808
[Mobility and communication] Mobile phone subscriptions (per 100 people),0.661511972871976,-0.1248060727575525,1.227497938421555,0.5366233230169842,0.06075936028888673,-0.002285844517757162,0.6100639912457445
[Socio-economic sustainability] Adjusted net savings (% of GNI),1.1182740766358295,1.532357346344664,0.7549646787070696,0.819210573750001,0.3136186802914753,0.9486395437352707,0.6244966320743988
[Socio-economic sustainability] Concentration index (exports) (value),0.1143460226808365,-0.2532991914365825,0.4311720452950694,0.724419281269795,0.05229735196389586,0.39981748886720786,-0.4028017056975616
[Socio-economic sustainability] Gross capital formation (% of GDP),0.18688127931268889,0.8281572623603696,1.0281448041883388,0.31118594118183945,-0.038309867359634237,0.5527063612954515,0.8978884354208579
[Socio-economic sustainability] Rural population with access to electricity (%),0.5889628796583861,0.544184751230986,0.10320249594151719,0.780743911678712,0.49757832783106437,0.7332526402667425,0.4228783043400337
[Socio-economic sustainability] Skilled labour force (% of labour force),1.6293810360642804,0.8357739242745742,0.2847427745762419,0.5579551888071367,0.762591709966755,2.7367197656637523,0.6969435909572917
"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",0.48272312718642135,0.5829088539288164,0.7004481404494209,2.087085298567988,1.4583419350064806,0.001663274194066256,0.902098004970476
[Trade and financial flows] Exports and imports (% of GDP),1.217826758125903,0.24147356492393507,1.0807299780155597,0.6628729642129159,-0.1829411621380448,0.9607831090727816,0.07977465950807805
"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",0.5609532479031651,0.811890416087675,0.30083815785913,0.8492011597283428,0.5742399740945273,-0.41327522851221576,0.7087071111729194
[Trade and financial flows] Net official development assistance received (% of GNI),0.027039488340347688,0.20951565914552325,0.41140513514297117,0.9557484626951003,-0.1425140285189408,0.23413970890423333,0.025617131760295276
[Trade and financial flows] Private capital flows (% of GDP),0.5045139795380981,0.9695511850903114,0.9530042807022187,0.11398546556347791,0.45778798553618766,0.867213294686879,0.7876303112323022
"[Trade and financial flows] Remittances, inflows (% of GDP)",0.4425395289855992,0.9525052801174867,0.578502377814334,1.3713879009394647,0.7097096620898544,0.536027563456894,0.41193996584828496
"[Work, employment and vulnerability] Employment in agriculture (% of total employment)",0.8180206549062145,0.4776041395015046,0.821184702072197,0.7675820560398958,0.8510209176196801,0.8157241973178694,0.16200166689506737
"[Work, employment and vulnerability] Employment in services (% of total employment)",0.978782606068467,1.1047969885029976,0.30777581186378844,1.5116552475759537,0.6696438123451737,0.5456347245011768,1.2050127539289126
"[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)",0.6148836946092128,0.584649994060067,1.3783548329605084,0.47125096606528594,1.4306206933815984,-0.22842774494769527,0.8602563193369542
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)",1.0689314932209697,0.663693441398199,1.9959707464778518,0.9582995785856436,0.7416733199811918,0.30105722371355903,-0.051763970914383124
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female",1.4344440782214882,0.08035183190314801,0.47349453084755166,0.6996494100637248,0.4020819763636143,1.1683818689182162,-0.3863632847567748
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male",0.5303601215474286,0.28382519798974265,0.1506530160373329,0.9586145335967041,0.8227710460347246,0.6405630166444265,0.7595631023509862
"[Work, employment and vulnerability] Unemployment, total (% of labour force)",1.470161475195615,0.9791433412516114,0.608832600070907,0.17664815230212685,1.6059953518159944,0.6149752400265565,0.7900778684280497
"[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)",0.32316075389396537,0.8071483700098081,0.19315170656374248,0.7675144451438057,0.27038521573008995,0.5640842363630096,0.7340805122370433
"[Work, employment and vulnerability] Vulnerable employment (% of total employment)",0.33848925006540753,0.7702373171876788,0.4522129810836438,0.44763543812038226,0.7955975093778961,0.4206127377100146,0.7170532883885399
"[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)",0.2489512516386862,0.3489017523291755,0.9931638429032361,-0.19737482924581093,0.7108814361974011,0.9471815431985001,0.6254032702800454
