[Dimension] Attribute,2010,2011,2012,2013,2014,2015,2016
"[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",0.19545567164837924,0.3117586341701504,0.20245729113163952,0.30823725178935607,0.3732425864252794,0.24446981707929832,0.27854899534335603
"[Gender] Estimated gross national income per capita, female (2011 PPP$)",1.444233244729664,1.5304129001733322,1.5759180246113276,2.1688628083356325,1.8481533378840105,2.3181045276069314,2.718636144007241
"[Gender] Estimated gross national income per capita, male (2011 PPP$)",0.6349215009668058,0.8150849126755177,0.5684911250241318,0.5999948298651914,0.39128627052392856,0.4756794184879209,0.5460408532154679
[Gender] Female share of employment in senior and middle management (%),0.3389756062889595,0.11554042581316981,0.10469425639263301,0.2180264819634786,0.19324813547461492,0.2715336752552343,0.20410273824387976
[Gender] Gender Development Index (GDI),0.20261605186665035,0.19555876642306091,0.3906062059871706,0.32806584128927635,0.24072668270655745,0.26280510193537554,0.2927491721918394
[Gender] Gender Inequality Index (GII),0.1584730037995163,0.20693553095207004,0.2704160074391697,0.20588835879384382,0.19174815845165258,0.15775031033626047,0.374990404606003
"[Gender] Human Development Index (HDI), female",0.48896368502015736,0.35620331955750884,0.33137151934908354,0.3810549979897492,0.4012840195001721,0.3265869162435385,0.3263294329127525
"[Gender] Human Development Index (HDI), male",0.20268602790105175,0.3804594016849049,0.3577518908474733,0.6171833627026392,0.47649848371508874,0.532727982364366,0.6832429648982494
[Gender] Proportion of births attended by skilled health personnel (%),0.14816741743451067,0.20456426098118694,0.3095465965672919,0.24500430382538899,0.2516190617041042,0.202256917602543,0.17564853579650988
"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",0.3503511977563635,0.31375018120532366,0.3507852667555259,0.3535766072531326,0.43949432441193553,0.33578432026650085,0.3229001933837493
[Gender] Share of seats in parliament (% held by women),0.11104313724603472,0.22362441305487687,0.1774206588567695,0.14821590217476804,0.2040741897952436,0.2221758569523764,0.35020900789891424
[Gender] Total unemployment rate (female to male ratio),0.3540359090969466,0.207422573779717,0.27764278071037646,0.5889017966793828,0.6544860983010847,0.2989093015724219,0.47613778347548213
"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",0.21745795418841696,0.4206343116127701,0.19634189212576378,0.356454369437073,0.21689691058492994,0.25724071847263874,0.35073992545263494
[Gender] Youth unemployment rate (female to male ratio),0.1774297728097567,0.21930319489670547,0.12841605185314584,0.19858805395196966,0.18294340530712622,0.13701368652256368,0.2667971441894771
"[Health] HIV prevalence, adult (% ages 15-49), total",0.23120647781290965,0.27786492449656064,0.29567811853809134,0.3916720119506856,0.31633525177783717,0.1850226737747874,0.1610553204216117
"[Health] Infants lacking immunization, DTP (% of one-year-olds)",0.3170919760990828,0.14356024525197994,0.19134590975773816,0.45169904604357497,0.2898590272076077,0.2821019053933119,0.1612751218456268
"[Health] Infants lacking immunization, measles (% of one-year-olds)",0.1272041371683918,0.19646289778005338,0.19044331550033808,0.2571424294741459,0.3350648614328634,0.198657676192182,0.23138951822391687
[Health] Life expectancy Index,0.7055495346680202,0.5355684056111726,0.5761122464288456,0.5375673456924835,0.790779029122745,0.4140533522619438,0.8107683287278601
[Health] Life expectancy at birth (years),0.7760596137159982,0.5876036662594737,0.5918634553720918,0.6261345574335886,0.7938323464323631,0.5152991524649497,0.36253184972624314
"[Health] Life expectancy at birth, female (years)",0.33368754299738224,0.3028309627512159,0.38245708095050124,0.45847737667611127,0.38382332292048826,0.43498782402483754,0.5316624579929241
"[Health] Life expectancy at birth, male (years)",0.4994783570273772,0.6265547278176168,0.47348731633879215,0.5732430657058463,0.3549495603267543,1.2454390607893557,0.9848790894588978
"[Health] Mortality rate, female adult (per 1,000 people)",0.36900175093546717,0.318898930478727,0.21117128096918406,0.2889247036320247,0.26853654170674374,0.28677480323990767,0.4110815573123029
"[Health] Mortality rate, infant (per 1,000 live births)",0.4098686298558092,0.39394339454102917,0.4629543742437046,0.5562752752389464,0.44624492292222395,0.6883980905489427,0.7091337447875802
"[Health] Mortality rate, male adult (per 1,000 people)",0.45656659009411216,0.562215074346712,0.891172145427882,0.9184961426636822,0.5058640985637443,0.33817078282179075,0.5223207518835349
"[Health] Mortality rate, under-five (per 1,000 live births)",0.3728913293938971,0.4738223149231314,0.33125203471173215,0.554397185480901,0.2628460954564241,0.4517301572101237,0.6533485642789015
"[Health] Tuberculosis incidence (per 100,000 people)",0.19270842560290502,0.16746469524827617,0.07081266232712144,0.13423850409417679,0.18136626700033953,0.15997831672177693,0.16961490310415422
"[Human Security] Homicide rate (per 100,000 people)",0.22699376245543842,0.106051146976057,0.25016736583937327,0.12997261094397547,0.21920551788187143,0.16211143166030434,0.15458540701736162
[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),0.20456760800600482,0.2763994133001848,0.31939909375672576,0.3041162883016559,0.29954054218057724,0.3089894489758894,0.59109252801318
[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),0.8725281431769758,0.45302258944268187,0.24698023516509832,0.46621250684798266,0.2823980643601228,0.3521475130313641,0.5947814433167571
"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",0.4334721571410186,0.4137512384701064,0.3458303093427334,0.5170289739580913,0.48593072423581374,0.8261267119333713,0.46824985580700307
[Income_composition of resources] Gross fixed capital formation (% of GDP),0.37345172054989434,0.2790645213835915,0.24733588108217824,0.4360005039292597,0.3522970038004629,0.4298941966232306,0.5933116887275088
[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),1.4026460098923754,1.9455148503363464,1.6830313337775098,1.375498894242568,1.5906310497481797,1.5650929321412466,1.7669362325582285
[Income_composition of resources] Income Index,0.26781745755892167,0.3642105551901325,0.6127453654569555,0.4470169096857828,0.312935629378257,0.3607462309480193,0.3081802368864184
[Inequality] Coefficient of Human Inequality,0.4544206545522636,0.45827336478567693,0.31764326996661196,0.35776874895811145,0.5303516376250904,0.3184906148946097,0.43181293238391766
[Inequality] Inequality in education (%),0.45385339943774455,0.28360423712894145,0.3933935083082457,0.21954049816506344,0.371812306746861,0.23734228147967457,0.3595284253528671
[Inequality] Inequality in income (%),0.14090943919960092,0.20000822236390398,0.1968166940038153,0.1558707546356718,0.23330995040278163,0.1728543106329657,0.4436402100498055
[Inequality] Inequality in life expectancy (%),0.22777595620093036,0.3191688381104211,0.23279531635163364,0.3280719819031477,0.35660401610980197,0.31427837394323926,0.44061211388677163
[Inequality] Inequality-adjusted HDI (IHDI),0.2777922105014772,0.35904627161190017,0.4040751812090758,0.3503668907030704,0.43428661658061174,0.39369444828069056,0.4953620597417158
[Inequality] Inequality-adjusted education index,0.6150682724820316,0.5429821244978363,0.6226647185264194,0.39717490832680763,0.34576384270303223,0.33713195182245526,0.33326457602844584
[Inequality] Inequality-adjusted income index,0.4904888770567551,0.43841186198076504,0.3328096097966523,0.4070923476755568,0.24432810405812316,0.3484272194163201,0.3421158758798053
[Inequality] Inequality-adjusted life expectancy index,0.36451307366787644,0.36715455790568907,0.4359598009933826,0.4366901711566481,0.47826430199661907,0.6293643281586759,0.6833928001891236
[Inequality] Overall loss in HDI due to inequality (%),0.36478460566381987,0.3652196975667739,0.3529930402762634,0.5218490951698735,0.4435935560091734,0.29257465471767824,0.4735190339676295
[Mobility and communication] International inbound tourists (thousands),0.16472094558500688,0.15547310068774417,0.1538198325855949,0.22380654341606848,0.21470386976426864,0.4666320818392962,0.36145999004269613
[Mobility and communication] International student mobility (% of total tertiary enrolment),0.5191643888300786,0.2394493432448963,0.17640359097591343,0.3170978155724478,0.1797426100044611,0.23883008070811823,0.43054037555533753
"[Mobility and communication] Internet users, total (% of population)",0.2001657653081049,0.1511363580003772,0.19367048226113331,0.20628280855543446,0.20384065185910488,0.21956663888741912,0.21176491306382444
[Mobility and communication] Mobile phone subscriptions (per 100 people),0.11714955151540418,0.17669650916307172,0.12979420694728158,0.12410320432927831,0.287668386315823,0.29608001351978475,0.38665540732031334
[Socio-economic sustainability] Adjusted net savings (% of GNI),0.12414553246033058,0.12427405356243051,0.11456540153883261,0.10604302614425828,0.12634970925163003,0.1377269958716277,0.179120316985659
[Socio-economic sustainability] Concentration index (exports) (value),0.18034535192375964,0.1474016544765356,0.12520473552372646,0.11483163949887834,0.23594606738717427,0.13518702847986516,0.40460649609743216
[Socio-economic sustainability] Gross capital formation (% of GDP),0.4701995647931829,0.30645525464921974,0.24457090300187462,0.44541669206592766,0.4105833054133382,0.4007730660964614,0.5528640647027988
[Socio-economic sustainability] Rural population with access to electricity (%),0.16215487355651828,0.19404251813244403,0.15712064359677633,0.2302807250960234,0.3026009898463864,0.15884332384152242,0.2641601535352805
[Socio-economic sustainability] Skilled labour force (% of labour force),0.13240407884700137,0.2228854359063225,0.12494949766036548,0.14645966017904077,0.1285123359998773,0.1251223864899203,0.20933830909279066
"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",0.1017670765264039,0.1411610064995052,0.13032631780006038,0.12362032675031662,0.1313718704742965,0.13286034651340556,0.19895016715374703
[Trade and financial flows] Exports and imports (% of GDP),0.15758239721866085,0.14572003936237532,0.09418251035965199,0.13988049951391857,0.11717156890428207,0.217750586202325,0.4179911924986353
"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",0.18787009592411083,0.13415574233209995,0.2515632599129892,0.12107975908988167,0.256162606826226,0.5334527033756604,0.2750778194063563
[Trade and financial flows] Net official development assistance received (% of GNI),0.5613337483167776,0.33237891948467546,0.357744107085787,0.2562783458642321,0.5936965702650321,0.5386453718907015,0.5628775955516128
[Trade and financial flows] Private capital flows (% of GDP),0.1453160074594247,0.211297161522516,0.14904207732381503,0.2682650606461491,0.13284850168882217,0.2885588255853969,0.2439642232250256
"[Trade and financial flows] Remittances, inflows (% of GDP)",0.11532393950477852,0.16380895105822793,0.139538940843784,0.11743215202658486,0.14761946140614338,0.26488855091701285,0.16431842512015862
"[Work, employment and vulnerability] Employment in agriculture (% of total employment)",0.2218592037019001,0.2662705342867537,0.1663424078697842,0.25004257867588137,0.27836397697120285,0.28363543747455183,0.3708481614027595
"[Work, employment and vulnerability] Employment in services (% of total employment)",0.21251443995234828,0.23044802598665964,0.1932416292653782,0.20453496974139457,0.24534989103321073,0.26093246982307,0.2545507706376948
"[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)",0.39756645283967784,0.3984428803727863,0.30530577078409504,0.3414355168059986,0.29444887526131275,0.5732576759653726,0.4515290468012559
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)",0.3429369583450563,0.4070339043508497,0.2906770187918778,0.3558550925361732,0.3334154186602255,0.5261652326019102,0.3857425278869711
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female",0.37156270083829335,0.4288591752602332,0.4703911226342806,0.478969792365986,0.391565625509001,0.4769615643487489,0.7736515332329063
"[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male",0.27238288939752825,0.21444977095399373,0.2879806363347521,0.27122159230471066,0.2719775201012258,0.3148265780419352,0.19605777238403305
"[Work, employment and vulnerability] Unemployment, total (% of labour force)",0.28612913279281266,0.18584224837390595,0.3173461582442461,0.18744585484528653,0.2859168465627525,0.2640822835530545,0.3244044185626415
"[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)",0.3773663680364531,0.2495021809412171,0.3113120815984616,0.1708899548955694,0.2796382763240256,0.2729690456539532,0.33509081341816793
"[Work, employment and vulnerability] Vulnerable employment (% of total employment)",0.22343471138784884,0.24936610523515132,0.13103346276041344,0.24893394559576146,0.19305265213199524,0.2649914131205288,0.4225639574301142
"[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)",0.10828583946051921,0.13032421594094676,0.0886052462378759,0.21981264096843134,0.1905683397136197,0.27391393393333574,0.1615289930730394
